Date,Retail_Category,Sales_Amount,Profit_Margin,Inventory_Turnover,Cost_of_Goods_Sold,Quarter,Year
2023-02-27,Food,2762,27.08634443518772,6.066690541845171,2013.8751667001154,2023Q1,2023
2023-02-27,Clothing,41650,9.87083233176109,5.855313811646992,37538.798333821505,2023Q1,2023
2023-02-27,Electronics,30350,2.480416085270285,4.099726876584635,29597.193718120467,2023Q1,2023
2023-02-28,Food,41042,25.474789117464702,11.437346347050259,30586.637050410136,2023Q1,2023
2023-02-28,Clothing,10576,6.060699166170713,3.144618490454115,9935.020456185784,2023Q1,2023
2023-02-28,Electronics,7250,8.335385419961678,3.210303575731329,6645.684557052778,2023Q1,2023
2023-03-01,Food,8453,33.44913078584735,3.3084831181379606,5625.544974672323,2023Q1,2023
2023-03-01,Clothing,35814,18.419960172530953,3.614064741303026,29217.075463809764,2023Q1,2023
2023-03-01,Electronics,26838,9.505715376761259,1.6473924530692061,24286.856107184813,2023Q1,2023
2023-03-02,Food,33147,14.187277227352693,3.8991178537448636,28444.343217449405,2023Q1,2023
2023-03-02,Clothing,38238,21.750165148883855,2.1629265771285926,29921.17185036979,2023Q1,2023
2023-03-02,Electronics,26659,9.035847784126537,1.6856370784843606,24250.133339229706,2023Q1,2023
2023-03-03,Food,26185,25.764523539577304,4.587214508718304,19438.559511161686,2023Q1,2023
2023-03-03,Clothing,43543,19.052511873542304,3.3204550658230074,35246.96475490347,2023Q1,2023
2023-03-03,Electronics,18920,3.0010374755112252,1.4209770646948374,18352.203709633275,2023Q1,2023
2023-03-04,Food,12849,32.45595159883088,9.879631655328936,8678.73477906622,2023Q1,2023
2023-03-04,Clothing,13953,19.69920167158838,2.098566804631967,11204.370390763273,2023Q1,2023
2023-03-04,Electronics,17330,3.5773268323585974,3.834325513090462,16710.049259952255,2023Q1,2023
2023-03-05,Food,36279,25.430470146947513,3.9818182051398647,27053.07973538891,2023Q1,2023
2023-03-05,Clothing,35557,13.593648926627685,2.035656958876557,30723.506251158993,2023Q1,2023
2023-03-05,Electronics,25406,2.050254496769954,1.2795492664169803,24885.112342550627,2023Q1,2023
2023-03-06,Food,39730,12.056808106926548,6.866048543529419,34939.83013911808,2023Q1,2023
2023-03-06,Clothing,27066,11.727035380754474,5.3480814377254,23891.960603844997,2023Q1,2023
2023-03-06,Electronics,42685,9.334902786103008,3.427523697566563,38700.39674575193,2023Q1,2023
2023-03-07,Food,34955,23.680938010516076,11.921842369302869,26677.328118424106,2023Q1,2023
2023-03-07,Clothing,9580,19.65745055218921,3.0204778809903288,7696.816237100274,2023Q1,2023
2023-03-07,Electronics,22658,11.000883220368758,3.5841252823853886,20165.419879928846,2023Q1,2023
2023-03-08,Food,22019,19.28668156560942,4.354081913577179,17772.26558606846,2023Q1,2023
2023-03-08,Clothing,15531,16.152935373586967,4.445557355898983,13022.287607128206,2023Q1,2023
2023-03-08,Electronics,19118,12.529321355987044,1.0563457269459902,16722.644343162396,2023Q1,2023
2023-03-09,Food,22027,20.170120023793086,5.618214503944224,17584.127662359097,2023Q1,2023
2023-03-09,Clothing,34454,17.961598297472765,1.9308117616111669,28265.51092258873,2023Q1,2023
2023-03-09,Electronics,36200,16.238139623575783,3.7896395920546153,30321.793456265565,2023Q1,2023
2023-03-10,Food,7009,24.193182948276363,8.00348743328841,5313.29980715531,2023Q1,2023
2023-03-10,Clothing,3381,19.78330340207122,3.5360998327508195,2712.1265119759723,2023Q1,2023
2023-03-10,Electronics,24023,10.842596284427971,2.0514756954628988,21418.28309459187,2023Q1,2023
2023-03-11,Food,3195,16.9853971044018,3.7507090935359546,2652.3165625143624,2023Q1,2023
2023-03-11,Clothing,17936,9.73693207295562,2.4685168418767827,16189.58386339468,2023Q1,2023
2023-03-11,Electronics,31432,8.504908540929668,4.122444037454273,28758.737147414988,2023Q1,2023
2023-03-12,Food,8355,23.96914861560994,6.026110402185548,6352.37763316579,2023Q1,2023
2023-03-12,Clothing,27305,9.297573548268142,6.645590768239395,24766.29754264538,2023Q1,2023
2023-03-12,Electronics,15579,3.39227549284462,2.771461152619933,15050.517400969737,2023Q1,2023
2023-03-13,Food,13600,14.378078503258832,8.891263836918434,11644.581323556798,2023Q1,2023
2023-03-13,Clothing,28410,8.709528087386929,6.269616285170074,25935.623070373375,2023Q1,2023
2023-03-13,Electronics,21442,11.422929199129026,3.531537070889385,18992.695521122754,2023Q1,2023
2023-03-14,Food,17416,31.766725853137938,10.02965072548678,11883.507025417497,2023Q1,2023
2023-03-14,Clothing,42735,11.401014892418072,2.545923290266705,37862.77628572514,2023Q1,2023
2023-03-14,Electronics,20863,9.333177513401207,1.9697556106602456,18915.819175379107,2023Q1,2023
2023-03-15,Food,17779,22.153262130373104,11.247026678255036,13840.371525840967,2023Q1,2023
2023-03-15,Clothing,22088,21.059317446908615,4.7376610398571,17436.417962326825,2023Q1,2023
2023-03-15,Electronics,34582,5.810346458651142,4.142894752329563,32572.665987669265,2023Q1,2023
2023-03-16,Food,25986,10.160880287419893,9.838904717754339,23345.593648511065,2023Q1,2023
2023-03-16,Clothing,19608,7.626367468083739,4.026139053780295,18112.62186685814,2023Q1,2023
2023-03-16,Electronics,34989,10.206754636396251,3.3459247581532225,31417.758620271314,2023Q1,2023
2023-03-17,Food,30184,29.23622235205118,6.279724178665559,21359.338645256874,2023Q1,2023
2023-03-17,Clothing,35385,13.086692906186299,5.111517980521093,30754.27371514598,2023Q1,2023
2023-03-17,Electronics,15378,12.34560710317859,1.484290619187084,13479.492539673196,2023Q1,2023
2023-03-18,Food,18026,32.76514293036054,7.343613090729348,12119.755335373207,2023Q1,2023
2023-03-18,Clothing,40890,7.0978138584951385,4.832669639605931,37987.703913261335,2023Q1,2023
2023-03-18,Electronics,3348,9.010857811973514,3.8728035404231647,3046.3164804551266,2023Q1,2023
2023-03-19,Food,20956,29.900185060682084,9.660473669066043,14690.117218683463,2023Q1,2023
2023-03-19,Clothing,5291,9.037135464788376,1.487763365365257,4812.845162558047,2023Q1,2023
2023-03-19,Electronics,19388,14.374096764515995,4.168366873804078,16601.15011929564,2023Q1,2023
2023-03-20,Food,29027,17.026243754172228,4.1482124783727095,24084.792225476427,2023Q1,2023
2023-03-20,Clothing,27420,15.383102421645656,2.3590793734352493,23201.95331598476,2023Q1,2023
2023-03-20,Electronics,30310,11.09543837612704,3.1409111649826804,26946.972628195894,2023Q1,2023
2023-03-21,Food,44923,23.911405145636408,10.636687326244449,34181.27946642575,2023Q1,2023
2023-03-21,Clothing,29554,20.76503806996705,3.3221376954299062,23417.100648801937,2023Q1,2023
2023-03-21,Electronics,25984,13.990816095692937,2.2813383798783193,22348.626345695146,2023Q1,2023
2023-03-22,Food,40099,29.38110129587373,4.72704320010939,28317.472191367597,2023Q1,2023
2023-03-22,Clothing,28262,9.972779233096283,3.1267923114944653,25443.49313314233,2023Q1,2023
2023-03-22,Electronics,27162,2.663986674929271,3.084669333215326,26438.40793935571,2023Q1,2023
2023-03-23,Food,11734,25.28659028064152,8.945749698780059,8766.871496469525,2023Q1,2023
2023-03-23,Clothing,2551,19.41785699526571,6.693536484821437,2055.650468050772,2023Q1,2023
2023-03-23,Electronics,33823,7.6066120001631585,4.160430918621291,31250.215623184813,2023Q1,2023
2023-03-24,Food,13439,34.08400801115094,2.5977027113890743,8858.450163381425,2023Q1,2023
2023-03-24,Clothing,4859,14.23136432473499,3.211938662913436,4167.498007461127,2023Q1,2023
2023-03-24,Electronics,28823,17.84174153738985,1.8163297994785284,23680.47483667812,2023Q1,2023
2023-03-25,Food,27454,13.556380994420387,5.4750504173828825,23732.231161791828,2023Q1,2023
2023-03-25,Clothing,6391,9.437824945992418,3.1916428726303363,5787.828607701625,2023Q1,2023
2023-03-25,Electronics,34051,10.6560463828426,4.440898401471666,30422.509646178267,2023Q1,2023
2023-03-26,Food,6067,19.312723288836647,11.321990340096244,4895.297078066281,2023Q1,2023
2023-03-26,Clothing,18067,15.11861818015687,2.0727391718347854,15335.519253391058,2023Q1,2023
2023-03-26,Electronics,12488,9.147432436136326,2.555920045365649,11345.668637375296,2023Q1,2023
2023-03-27,Food,2773,10.125663815245078,3.0709158985926166,2492.215342403254,2023Q1,2023
2023-03-27,Clothing,10997,16.00777990233717,2.7836355921012794,9236.624444139981,2023Q1,2023
2023-03-27,Electronics,33454,16.469756399901712,3.7878906044938265,27944.20769397688,2023Q1,2023
2023-03-28,Food,21238,11.390138042011516,2.5653406410866686,18818.962482637595,2023Q1,2023
2023-03-28,Clothing,13892,16.279901096528686,3.5849454355187653,11630.396139670236,2023Q1,2023
2023-03-28,Electronics,7805,15.698119984219893,1.9913979753307633,6579.761735231637,2023Q1,2023
2023-03-29,Food,13927,32.72938160133964,5.4818417268927595,9368.779024381427,2023Q1,2023
2023-03-29,Clothing,3730,6.819972035421163,3.752336669754513,3475.6150430787907,2023Q1,2023
2023-03-29,Electronics,27677,4.9541193175579075,1.9342197213680166,26305.848396479498,2023Q1,2023
2023-03-30,Food,31023,30.773729276376706,3.6389653879907646,21476.065966589656,2023Q1,2023
2023-03-30,Clothing,8089,13.258896291514732,1.8781565060472705,7016.487878979373,2023Q1,2023
2023-03-30,Electronics,40152,9.885113352525195,1.7697740721303883,36182.92928669408,2023Q1,2023
2023-03-31,Food,27401,25.805953771696522,8.044247851576948,20329.910607017435,2023Q1,2023
2023-03-31,Clothing,17760,11.037238011814814,1.4624452963095496,15799.78652910169,2023Q1,2023
2023-03-31,Electronics,42930,12.53858167903627,4.233064165806976,37547.18688518972,2023Q1,2023
2023-04-01,Food,14526,24.165131472636574,8.741789733224019,11015.773002284812,2023Q2,2023
2023-04-01,Clothing,44446,11.98457056128844,4.451362892206082,39119.33776832974,2023Q2,2023
2023-04-01,Electronics,8847,2.1729773381631414,3.8235491893467106,8654.756694892707,2023Q2,2023
2023-04-02,Food,6168,29.499708172763604,3.4380034653853255,4348.457999903941,2023Q2,2023
2023-04-02,Clothing,35984,12.887688868837085,1.8885127539528463,31346.494037437664,2023Q2,2023
2023-04-02,Electronics,35528,11.36125507529925,1.4824734781847393,31491.573296847684,2023Q2,2023
2023-04-03,Food,31766,24.871184487547737,9.51923343276381,23865.419535685585,2023Q2,2023
2023-04-03,Clothing,15511,15.48804846553653,6.208101235980488,13108.648802510628,2023Q2,2023
2023-04-03,Electronics,40519,3.6522401420007746,1.272843120090812,39039.148816862704,2023Q2,2023
2023-04-04,Food,32163,17.408940337832206,11.413999422187503,26563.76251914303,2023Q2,2023
2023-04-04,Clothing,43191,21.72064251073227,2.706090865912401,33809.637293189626,2023Q2,2023
2023-04-04,Electronics,32917,8.899741916664926,1.9553233017236429,29987.471953291406,2023Q2,2023
2023-04-05,Food,40954,11.319131446490067,9.074106931493219,36318.36290740446,2023Q2,2023
2023-04-05,Clothing,22531,21.820340018253738,4.531733184058793,17614.65919048725,2023Q2,2023
2023-04-05,Electronics,30932,11.242108069510762,2.000914113232492,27454.59113193893,2023Q2,2023
2023-04-06,Food,22384,28.62948738424036,3.226178679874753,15975.575543911638,2023Q2,2023
2023-04-06,Clothing,19912,18.496799559619397,2.118162620612563,16228.917271688584,2023Q2,2023
2023-04-06,Electronics,38892,10.916969205028938,1.2085396642259099,34646.172336780146,2023Q2,2023
2023-04-07,Food,14636,18.958366416791844,11.172478224997466,11861.253491238345,2023Q2,2023
2023-04-07,Clothing,8009,8.10543053207436,2.0096734306868402,7359.836068686165,2023Q2,2023
2023-04-07,Electronics,11468,6.4121184710605,1.396562359757453,10732.658253738782,2023Q2,2023
2023-04-08,Food,10775,12.966094143539507,11.370619518513966,9377.903356033617,2023Q2,2023
2023-04-08,Clothing,1906,14.03672659567443,1.389422552550076,1638.4599910864454,2023Q2,2023
2023-04-08,Electronics,18869,8.523969680043717,1.228753366702978,17260.61216107255,2023Q2,2023
2023-04-09,Food,31643,25.48097580133954,5.655042941427183,23580.054827182128,2023Q2,2023
2023-04-09,Clothing,6868,17.150805699547078,1.5970126248828973,5690.082664555107,2023Q2,2023
2023-04-09,Electronics,16219,5.826280726952371,2.5979713528596142,15274.035528895594,2023Q2,2023
2023-04-10,Food,25542,11.10100948471161,9.086683960479714,22706.58015741496,2023Q2,2023
2023-04-10,Clothing,28014,8.935161630520799,5.151847476799823,25510.903820825904,2023Q2,2023
2023-04-10,Electronics,11783,15.034736075359826,2.9861409784025637,10011.457048240352,2023Q2,2023
2023-04-11,Food,39452,21.102881162408305,9.625269915350817,31126.491323806677,2023Q2,2023
2023-04-11,Clothing,10843,16.18871701305875,1.6066272099192902,9087.65741427404,2023Q2,2023
2023-04-11,Electronics,5407,10.901248116113269,0.7137052254861471,4817.569514361756,2023Q2,2023
2023-04-12,Food,32107,11.04788041790644,6.482237321070153,28559.85703422278,2023Q2,2023
2023-04-12,Clothing,27383,13.810694999609987,5.31866564475622,23601.2173882568,2023Q2,2023
2023-04-12,Electronics,30307,10.038836594662023,3.4527968028421516,27264.52979325578,2023Q2,2023
2023-04-13,Food,16036,17.82625362657867,10.446735660871319,13177.381968441845,2023Q2,2023
2023-04-13,Clothing,37843,12.898423869752504,3.401777233819687,32961.84945496956,2023Q2,2023
2023-04-13,Electronics,41387,8.451370130941164,3.5343517409847727,37889.23144390738,2023Q2,2023
2023-04-14,Food,33101,26.935951780707356,6.570350086563557,24184.93060106806,2023Q2,2023
2023-04-14,Clothing,24599,12.546365149438499,6.382848601410763,21512.719636889622,2023Q2,2023
2023-04-14,Electronics,20594,15.326875449187646,2.7071564739821983,17437.583269994295,2023Q2,2023
2023-04-15,Food,3157,15.92861164944278,3.522334755218659,2654.1337302270913,2023Q2,2023
2023-04-15,Clothing,4664,20.556032452792778,2.6567817517807275,3705.2666464017448,2023Q2,2023
2023-04-15,Electronics,21101,5.992049274923869,2.7351388104630425,19836.617682498312,2023Q2,2023
2023-04-16,Food,6052,17.7117070372371,7.943900905880649,4980.087490106411,2023Q2,2023
2023-04-16,Clothing,4171,20.03403755774781,4.44455146921867,3335.380293466339,2023Q2,2023
2023-04-16,Electronics,5222,13.405535933775278,3.3171109346033196,4521.962913538255,2023Q2,2023
2023-04-17,Food,22938,19.878882436807626,9.419523116226637,18378.18194664507,2023Q2,2023
2023-04-17,Clothing,33747,18.692310731781642,6.6911862192149965,27438.905897345652,2023Q2,2023
2023-04-17,Electronics,21935,8.116036031639334,3.0154394711339543,20154.747496459913,2023Q2,2023
2023-04-18,Food,28886,29.50473171207487,11.977416811388162,20363.263197650052,2023Q2,2023
2023-04-18,Clothing,3623,16.21160168807256,5.190664231029947,3035.653670841131,2023Q2,2023
2023-04-18,Electronics,16086,17.016476535570085,1.306614788295323,13348.729584488197,2023Q2,2023
2023-04-19,Food,18008,15.566901978077125,5.418555961702074,15204.71229178787,2023Q2,2023
2023-04-19,Clothing,13817,18.19693811777111,1.9569073318796684,11302.729060267566,2023Q2,2023
2023-04-19,Electronics,25299,8.690316610604794,3.553403615274453,23100.436800683092,2023Q2,2023
2023-04-20,Food,2217,28.10581369029873,9.058854358155184,1593.8941104860771,2023Q2,2023
2023-04-20,Clothing,8282,5.282072170754164,5.037968359334948,7844.53878281814,2023Q2,2023
2023-04-20,Electronics,9807,7.369972367646588,0.899549020170197,9084.2268099049,2023Q2,2023
2023-04-21,Food,39846,10.59269384111296,10.431998454096835,35625.235212070125,2023Q2,2023
2023-04-21,Clothing,22664,10.17824004816124,2.7341916631352614,20357.203675484736,2023Q2,2023
2023-04-21,Electronics,4441,15.894552383150945,4.21320881202912,3735.122928664267,2023Q2,2023
2023-04-22,Food,27053,11.265561806726854,2.874222420081784,24005.327564426185,2023Q2,2023
2023-04-22,Clothing,26316,5.1646770065964525,6.176139527307332,24956.863598944077,2023Q2,2023
2023-04-22,Electronics,9878,11.332038277000908,0.6440798926971876,8758.62125899785,2023Q2,2023
2023-04-23,Food,15175,17.84266280130163,4.854796907920025,12467.375919902479,2023Q2,2023
2023-04-23,Clothing,36613,15.001987756713605,3.506569603711717,31120.322222634448,2023Q2,2023
2023-04-23,Electronics,7377,10.707178600059237,1.6734328060443322,6587.131434673631,2023Q2,2023
2023-04-24,Food,6186,16.787300063567784,11.090311268371869,5147.537618067697,2023Q2,2023
2023-04-24,Clothing,13705,8.305609955338705,1.7405374934636293,12566.71615562083,2023Q2,2023
2023-04-24,Electronics,18024,15.317816634575918,3.7420303409170335,15263.116729784037,2023Q2,2023
2023-04-25,Food,18348,15.651976775264067,10.26440046602575,15476.17530127455,2023Q2,2023
2023-04-25,Clothing,40224,6.5285761626149394,2.3208466083581754,37597.945524349765,2023Q2,2023
2023-04-25,Electronics,30801,7.3992684634276635,3.9956849762840134,28521.951320579643,2023Q2,2023
2023-04-26,Food,29810,15.278148563950936,9.648449207071696,25255.583913086226,2023Q2,2023
2023-04-26,Clothing,40392,19.80077598521934,5.602704208822703,32394.070564050202,2023Q2,2023
2023-04-26,Electronics,24824,7.3504188638199786,2.138832029743803,22999.33202124533,2023Q2,2023
2023-04-27,Food,13705,23.819059200839575,4.554380017772024,10440.597936524937,2023Q2,2023
2023-04-27,Clothing,4592,18.692349598099767,5.608933392782922,3733.647306455259,2023Q2,2023
2023-04-27,Electronics,26360,4.3879915158635825,1.6458800342051618,25203.32543641836,2023Q2,2023
2023-04-28,Food,27263,20.192894266630628,3.692872997053888,21757.81123608849,2023Q2,2023
2023-04-28,Clothing,41376,19.065061432044473,4.592064063795516,33487.64018187728,2023Q2,2023
2023-04-28,Electronics,36078,13.154619074207687,1.354397837530282,31332.07653040735,2023Q2,2023
2023-04-29,Food,43289,34.4008174650051,5.775767273588613,28397.230127573945,2023Q2,2023
2023-04-29,Clothing,2191,20.226729052532477,2.9242657848316935,1747.8323664590134,2023Q2,2023
2023-04-29,Electronics,33230,8.5808635530597,1.53807318220258,30378.579041318262,2023Q2,2023
2023-04-30,Food,24266,29.763012756791834,3.8405221432028354,17043.707324436895,2023Q2,2023
2023-04-30,Clothing,19195,19.01395760323894,3.5025545408033496,15545.270838058286,2023Q2,2023
2023-04-30,Electronics,26991,12.502173750156276,2.6870941013533662,23616.53828309532,2023Q2,2023
2023-05-01,Food,34545,26.781770630728307,5.071117448826774,25293.237335614907,2023Q2,2023
2023-05-01,Clothing,31997,5.5103626465342215,3.778263867690926,30233.849263988446,2023Q2,2023
2023-05-01,Electronics,11874,3.876482364807121,1.2593409359148935,11413.706484002803,2023Q2,2023
2023-05-02,Food,13950,24.445176256277115,10.72796468108943,10539.897912249342,2023Q2,2023
2023-05-02,Clothing,27706,12.95058061224291,4.792461822325711,24117.91213557198,2023Q2,2023
2023-05-02,Electronics,2661,8.839783265444288,1.8881102032581292,2425.7733673065272,2023Q2,2023
2023-05-03,Food,34028,22.51777314591678,8.62618161674231,26365.652153907435,2023Q2,2023
2023-05-03,Clothing,16258,20.885361658808506,5.196708391739732,12862.457901510914,2023Q2,2023
2023-05-03,Electronics,3676,4.066791123889766,0.9882313999542229,3526.504758285812,2023Q2,2023
2023-05-04,Food,26381,16.33960292490923,6.974025558338888,22070.449352379695,2023Q2,2023
2023-05-04,Clothing,19255,8.315152667456468,4.982139758913573,17653.917353881257,2023Q2,2023
2023-05-04,Electronics,23184,14.245813821728651,1.5868027295889875,19881.25052357043,2023Q2,2023
2023-05-05,Food,34035,22.79096456297535,3.0795678585512514,26278.09521099134,2023Q2,2023
2023-05-05,Clothing,21926,21.645576436710463,5.108265609966026,17179.990910486864,2023Q2,2023
2023-05-05,Electronics,40904,4.161282339612171,1.1919240984192978,39201.869071805035,2023Q2,2023
2023-05-06,Food,20726,24.856045682714928,8.229926141167997,15574.335971800503,2023Q2,2023
2023-05-06,Clothing,30827,5.091883702435388,1.2078083715480694,29257.325011050245,2023Q2,2023
2023-05-06,Electronics,15407,6.4147631100887486,3.597467190561488,14418.677447628626,2023Q2,2023
2023-05-07,Food,6373,27.30885765386035,4.716661815168603,4632.60650171948,2023Q2,2023
2023-05-07,Clothing,43304,16.23939153328784,4.982965048168156,36271.693890425035,2023Q2,2023
2023-05-07,Electronics,30592,12.40680398118183,1.428102499718876,26796.510526076854,2023Q2,2023
2023-05-08,Food,22447,27.53458213899225,3.577687762487209,16266.312347260411,2023Q2,2023
2023-05-08,Clothing,30507,10.802416981150886,3.9754645455332307,27211.5066515603,2023Q2,2023
2023-05-08,Electronics,7043,4.022182758490674,0.7085912395519123,6759.717668319501,2023Q2,2023
2023-05-09,Food,26597,12.03996800012096,4.956620115780448,23394.72971100783,2023Q2,2023
2023-05-09,Clothing,22767,13.206129042307884,5.709241709657836,19760.36060093776,2023Q2,2023
2023-05-09,Electronics,17495,13.588072439986131,2.521136120365075,15117.766726624426,2023Q2,2023
2023-05-10,Food,19293,26.595611871318127,11.670375874488798,14161.908601666593,2023Q2,2023
2023-05-10,Clothing,8952,18.701641314748922,4.633697688176564,7277.829069503677,2023Q2,2023
2023-05-10,Electronics,33583,11.02271306808998,2.551086287310265,29881.24227034334,2023Q2,2023
2023-05-11,Food,20553,12.246921293404018,8.208664053761318,18035.890266566672,2023Q2,2023
2023-05-11,Clothing,5481,18.60350791062084,6.205452467189916,4461.341731418872,2023Q2,2023
2023-05-11,Electronics,31345,4.292503339242257,3.3874034506579407,29999.514828314514,2023Q2,2023
2023-05-12,Food,15231,28.17097077620594,9.955311977337384,10940.279441076073,2023Q2,2023
2023-05-12,Clothing,4276,10.23406849427624,6.057678837641123,3838.391231184748,2023Q2,2023
2023-05-12,Electronics,9197,11.299126779535305,1.5891786665047491,8157.819310086138,2023Q2,2023
2023-05-13,Food,9544,16.798863984954966,4.569968106454068,7940.716421275899,2023Q2,2023
2023-05-13,Clothing,12400,15.77309719601399,4.642076019687398,10444.135947694265,2023Q2,2023
2023-05-13,Electronics,36282,2.6795185481045305,3.2700421576333687,35309.81708037671,2023Q2,2023
2023-05-14,Food,8648,30.931575178462715,3.71000999775487,5973.037378566543,2023Q2,2023
2023-05-14,Clothing,21513,7.287796540769833,1.7476296064307895,19945.176330184186,2023Q2,2023
2023-05-14,Electronics,26756,9.370717277335828,2.545987355963687,24248.770885276026,2023Q2,2023
2023-05-15,Food,42208,12.585852871512085,6.319258560438287,36895.76321999218,2023Q2,2023
2023-05-15,Clothing,23894,10.079308807922278,6.368960423768894,21485.64995343505,2023Q2,2023
2023-05-15,Electronics,35536,13.39419273408968,1.990725086346202,30776.23967001389,2023Q2,2023
2023-05-16,Food,39497,10.322436744738136,7.632844364234247,35419.94715893078,2023Q2,2023
2023-05-16,Clothing,2435,20.20487460702462,5.976917240629499,1943.0113033189505,2023Q2,2023
2023-05-16,Electronics,18209,14.99612993584547,2.0977662897252918,15478.3546999819,2023Q2,2023
2023-05-17,Food,36253,25.17838202208942,6.192900304827194,27125.081165531923,2023Q2,2023
2023-05-17,Clothing,17460,11.62829568694837,3.984274788398497,15429.699573058815,2023Q2,2023
2023-05-17,Electronics,9254,15.27556586114599,4.409498054027586,7840.39913520955,2023Q2,2023
2023-05-18,Food,5542,23.29679416262541,10.799376023003546,4250.8916675073,2023Q2,2023
2023-05-18,Clothing,41022,20.152409508125075,3.890122648420544,32755.078571576934,2023Q2,2023
2023-05-18,Electronics,21850,7.231056389386804,1.7924014340444354,20270.014178918984,2023Q2,2023
2023-05-19,Food,40236,22.225894382690498,10.6657857707204,31293.189136180652,2023Q2,2023
2023-05-19,Clothing,5603,10.359070389040664,1.9726175599924463,5022.581286102051,2023Q2,2023
2023-05-19,Electronics,28832,11.255880131669281,3.304346299419605,25586.704640437114,2023Q2,2023
2023-05-20,Food,19528,16.41858740774395,10.13890886151913,16321.77825101576,2023Q2,2023
2023-05-20,Clothing,18126,13.499302863401402,5.435445299271513,15679.116362979863,2023Q2,2023
2023-05-20,Electronics,8328,14.485565803842537,3.22743676081441,7121.642079855994,2023Q2,2023
2023-05-21,Food,19383,21.075842658440486,8.362506472072234,15297.86941751448,2023Q2,2023
2023-05-21,Clothing,11950,8.842564345407085,4.396095529110608,10893.313560723853,2023Q2,2023
2023-05-21,Electronics,18741,3.7287129500225142,2.4661151734180375,18042.20190603628,2023Q2,2023
2023-05-22,Food,34566,16.946129080164134,9.829364588985634,28708.40102215047,2023Q2,2023
2023-05-22,Clothing,22190,19.151092117974294,6.857743564221327,17940.372659021505,2023Q2,2023
2023-05-22,Electronics,13754,3.0671021024871816,0.7875600106069381,13332.150776823913,2023Q2,2023
2023-05-23,Food,17382,11.039473996164844,7.232234463706403,15463.118629986626,2023Q2,2023
2023-05-23,Clothing,43931,11.785835506687333,4.6718516229470906,38753.36460355719,2023Q2,2023
2023-05-23,Electronics,25989,4.4627121565264805,4.410423538526186,24829.18573764033,2023Q2,2023
2023-05-24,Food,14115,24.578255477489584,9.437106318693868,10645.779239352345,2023Q2,2023
2023-05-24,Clothing,1875,6.268853328350289,6.464865512429574,1757.459000093432,2023Q2,2023
2023-05-24,Electronics,44404,13.206908786504062,3.60474416218856,38539.604222440736,2023Q2,2023
2023-05-25,Food,32871,18.965539548839782,11.157722305746992,26636.837494900876,2023Q2,2023
2023-05-25,Clothing,34867,20.70983117049175,6.856043860657948,27646.103165784643,2023Q2,2023
2023-05-25,Electronics,22097,6.848280111712481,4.369535314553121,20583.735543714894,2023Q2,2023
2023-05-26,Food,30431,19.898430654898746,9.684411018513126,24375.70856740776,2023Q2,2023
2023-05-26,Clothing,26441,10.223062351411247,3.3461422400283327,23737.92008366335,2023Q2,2023
2023-05-26,Electronics,41650,14.640237464958112,1.8401319502273061,35552.341095844946,2023Q2,2023
2023-05-27,Food,18630,34.23304530710447,6.089472530408273,12252.383659286437,2023Q2,2023
2023-05-27,Clothing,43537,12.934377594055157,1.6449923957467343,37905.7600268762,2023Q2,2023
2023-05-27,Electronics,28905,4.59076810611542,3.166598650420319,27578.038478927338,2023Q2,2023
2023-05-28,Food,34540,12.65843243370568,3.584329708441505,30167.777437398057,2023Q2,2023
2023-05-28,Clothing,36815,11.811970836185932,1.8678478346921665,32466.422936658146,2023Q2,2023
2023-05-28,Electronics,15827,17.772885133603292,0.6007274598655861,13014.085469904607,2023Q2,2023
2023-05-29,Food,31754,25.41070443429675,6.845709030763938,23685.08491393341,2023Q2,2023
2023-05-29,Clothing,26581,6.044586932223388,5.919595393588919,24974.288347545702,2023Q2,2023
2023-05-29,Electronics,37858,12.380246178550177,4.322807122549362,33171.086401724475,2023Q2,2023
2023-05-30,Food,19076,14.51295570981059,4.993470558652013,16307.508568796531,2023Q2,2023
2023-05-30,Clothing,23499,14.889523006160172,3.5284783187164503,20000.11098878242,2023Q2,2023
2023-05-30,Electronics,36828,4.600607799499326,3.234923107433149,35133.68815960039,2023Q2,2023
2023-05-31,Food,3039,28.359141912305457,4.4838938871986045,2177.165677285037,2023Q2,2023
2023-05-31,Clothing,10421,8.653581033574225,1.4433916259730788,9519.21032049123,2023Q2,2023
2023-05-31,Electronics,32408,11.23170579868291,1.9473753295214382,28768.028784762842,2023Q2,2023
2023-06-01,Food,13742,17.38669811566898,7.534718239703496,11352.719944944769,2023Q2,2023
2023-06-01,Clothing,7430,14.619459525325192,6.466507563445642,6343.774157268338,2023Q2,2023
2023-06-01,Electronics,2007,16.060307996686632,2.7775740287500432,1684.6696185064993,2023Q2,2023
2023-06-02,Food,17622,20.81928710854547,8.158958329534531,13953.225225732118,2023Q2,2023
2023-06-02,Clothing,15340,13.90227807292838,3.0509162409586827,13207.390543612786,2023Q2,2023
2023-06-02,Electronics,25995,11.385982692538603,3.830910816662064,23035.21379907459,2023Q2,2023
2023-06-03,Food,9337,17.87525930941829,10.018392629816269,7667.987038279614,2023Q2,2023
2023-06-03,Clothing,7911,19.087099404010914,5.744123448285753,6401.019566148696,2023Q2,2023
2023-06-03,Electronics,2192,5.12315463315012,3.2461155577372667,2079.7004504413494,2023Q2,2023
